gene,log2FC
CEP68,19.21085
CEP76,
CERS2,22.4029
CETN2,24.333444999999998
CFDP1,21.550595
CFL1,
CFL2,18.91477
CGNL1,21.678545
CHAF1B,24.266240000000003
CHD1L,
CHD2,21.740425000000002
CHD9,
CHMP2B,25.83942
CHMP3,17.65262
CHMP7,24.808965
CHTF18,20.867465
CIAPIN1,22.645895
CIR1,17.81492
CIT,19.196045
CLASP2,22.177585
CLASRP,24.926475000000003
CLCN2,19.347659999999998
CLEC16A,
CLIC3,23.44243
CLINT1,
CLIP1;CLIP2,22.95586
CLIP1,19.84411
CLIP2,21.865245
CLK1,21.151305
CLK3,23.89967
CLMN,20.861985
CLN3,23.661745
CLNS1A,21.31828
CLSPN,16.1053
CLTB,21.915005
CLUH,13.4692185
CMIP,
CMTR1,18.58541
CNKSR3,20.831195
CNOT1,17.002715000000002
CNOT2,26.297665
CNOT3,25.27239
CNOT4,17.751925
CNPY2,
COASY,
COBL,20.37007
COG1,21.499015
COG3,21.66397
COG4,23.651945
COG5,
COG7,20.85811
COL12A1,
COL4A3BP,
COMT,23.993215
COPA,22.72315
COPB2,24.27745
COPE,24.450085
COPRS,25.12829
CORO7,
CPEB4,17.480069999999998
CPNE3,23.51481
CPSF4,19.80346
CPSF6,22.10332
CPSF7,24.40379
CRAMP1L,16.57514
CREB1,21.785865
CREB3L4,
CREBZF,
CRELD2,23.33681
CREM,19.45511
CRIP2,23.680405
CRKL,17.875590000000003
CRTC3,24.64708
CSE1L,20.501245
CSNK1D,24.88372
CSNK1E,
CSNK2B,20.98124
CSPP1,23.819965
CSRP1,24.89338
CSRP2BP,24.37224
CSTF2T,21.113785
CSTF3,27.400705000000002
CTIF,21.724335
CTNNA1,16.14289
CTNNB1,19.269605
CTNNBL1,20.813085
CTNND2,23.49017
CTPS2,22.611665
CTR9,23.64666
CTTNBP2,21.90146
CTU1,
CUL3,23.00158
CUL4B,
CUL9,22.756045
CUX1,18.975735
CWC22,22.95205
CWC25,
CWF19L2,23.97393
CXorf38,24.14772
CXXC1,22.183425
CYLD,15.067409999999999
DAB2IP,21.69287
DAPK2,21.604925
DAP,21.748635
DBF4,20.223770000000002
DCAF10,20.551685
DCAF13,18.637954999999998
DCAF15,24.769309999999997
DCAF5,21.548949999999998
DCAF8,23.091
DCLK1,17.131085
DCLK2,
DCLRE1A,15.22031
DCP2,20.9111
DCTN2,18.87262
DCTPP1,21.58548
DCUN1D5,22.02329
DDA1,23.46025
DDX10,19.11011
DDX11;DDX11L8,17.442875
DDX17,18.63398
DDX19B;DDX19A,
DDX1,23.579995
DDX20,20.018415
DDX21,25.30238
DDX24,16.28302
DDX41,24.616789999999998
DDX42,16.3324
DDX46,16.455835
DDX47,13.3665645
DDX50,22.36801
DDX51,24.605565
DDX54,15.642235
DEAF1,
DEK,24.575989999999997
DENND1A,25.31361
DENND4A,13.796371
DENND5A,22.49178
DENR,27.316415
DEPDC5,
DFFA,26.00426
DGKG,
DGKQ,
DGKZ,14.585174499999999
DHCR7,23.35217
DHX16,20.055875
DHX29,16.284275
DHX8,22.842905000000002
DICER1,23.253145
DIP2B,
DIP2C,15.712735
DKC1,21.494185
DLG3,17.688319999999997
DLG5,24.54475
DLGAP4,17.66329
DLGAP5,18.87998
DMAP1,23.13494
DMXL2,
DNAAF2,17.750819999999997
DNAJA1,22.11777
DNAJA2,23.517735
DNAJB1;DNAJB4,23.824305000000003
DNAJC17,22.38095
DNAJC9,24.13747
DNM1L,24.661705
DNMBP,
DNMT1,
DNMT3A,22.72103
DNPH1,20.17233
DOCK4,25.412770000000002
DOK7,17.680085
DOPEY2,18.95439
DPF2,23.041895
DSC2,
DSN1,24.192695
DST,23.983615
DTD1,24.584405000000004
DTNA,19.476125
DTNBP1,17.28139
DTNB,18.81043
DTX3L,
DUS3L,11.137498
DUSP16;DUSP8,25.187545
DUSP16,22.135955
DUSP6,
DVL3,24.186475
DYNC1H1,24.868595
DYNC1I2,18.772399999999998
DYNC1LI1,23.290295
DYNC1LI2,25.016455
DYRK1A;DYRK1B,25.545325
DYRK2,
E2F8,
EAF1,19.412365
EAF2;EAF1,25.03074
EAF2,19.51039
EDC4,17.530295000000002
EEA1,
EEF1B2,26.68665
EEF1D,28.02466
EEF2,20.211795000000002
EEPD1,21.60241
EFHD2,26.694425
EGFR,
EGLN1,24.302065
EGLN2,21.9042
EHBP1L1,19.67398
EHD1,22.693395000000002
EHMT1,23.413275
EIF1;EIF1B,20.048395
EIF1,16.59774
EIF2AK1,
EIF2AK4,19.53438
EIF2A,26.32179
EIF2B5,28.16647
EIF2S1,17.184895
EIF2S2,22.816885
EIF3B,20.88889
EIF3C;EIF3CL,25.246465
EIF3F,22.836135
EIF3H,26.08192
EIF3J,18.30959
EIF3K,18.488565
EIF4E2,21.52505
EIF4G2,27.383355
EIF4G3,23.275475
EIF5,22.19808
ELAC2,22.533425
ELF1,20.83906
ELF2,17.50345
ELF4,19.42764
ELL,
EMD,20.373125
EML3,
EML4,22.07316
ENAH,
ENGASE,19.77118
ENO1,19.759985
ENSA;ARPP19,27.141099999999998
ENSA,22.80265
EOMES,17.65614
EP300,19.95845
EP400,26.490595
EPB41L1,23.40345
EPB41L4A,
EPB41,20.491374999999998
EPC2,19.79
EPN2,19.10564
EPPK1,
EPRS,18.93198
EPS15,
EPS8L2,
EPS8,
ERBB3,23.844839999999998
ERC1,
ERCC5,24.96812
ERCC6L,22.324475
ERGIC3,23.819245000000002
ERICH1,21.511135
ESCO2,18.166885
ESF1,
ESPL1,
ESPN,22.832145
ESRP1,24.355150000000002
ESRP2,24.06319
ESRRA,17.56017
ESYT1,
ETV3,17.956875
ETV6,24.07214
EVL,16.21048
EVPL,24.69686
EXO1,
EXOC1,24.913625
EXOC7,20.699395
EXOSC9,24.71285
EXPH5,20.430585
F5,
FAAP100,
FAF1,22.740479999999998
FAM103A1,24.22648
FAM104A,
FAM110A,14.011630499999999
FAM110B,24.397985
FAM110C,
FAM117A,23.339170000000003
FAM120A,
FAM126A,
FAM134A,
FAM134C,20.94789
FAM13A,17.74276
FAM13B,20.409779999999998
FAM169A,
FAM188A,22.482194999999997
FAM193A,25.4396
FAM195A,19.38636
FAM195B,22.210195
FAM208A,24.541469999999997
FAM21A;FAM21C;FAM21D,19.57929
FAM21C,12.9275345
FAM53C,24.646745
FAM64A,19.138555
FAM65A,20.521925
FAM73B,20.5504
FAM76B,22.83074
FAM83G,19.70612
FAM84A,20.117765
FAM84B,
FANCD2,23.9874
FANCE,
FARP1,21.413665
FARP2,18.92885
FBF1,18.52695
FBLN1,
FBRS,
FBXL20,19.9768
FBXO28,14.733366499999999
FBXO42,25.869075
FBXW5,17.0378
FBXW9,16.080925
FCHO2,22.365595
FER1L5,
FEZ2,19.41102
FGD4,23.70721
FGD5,22.3435
FGD6,20.886635
FGF13,23.616410000000002
FIP1L1,24.912505000000003
FKBP3,24.885800000000003
FLCN,16.276865
FLII,24.140945000000002
FLYWCH1,19.22155
FLYWCH2,24.61208
FMNL2,19.40561
FOSL2,22.366484999999997
FOXA1,26.463120000000004
FOXM1,15.304219999999999
FOXP4,
FRA10AC1,19.50591
FRK,
FRMD4A,
FRMD6,
FUBP1,20.349185
FYTTD1,
G6B,
GAB1,22.55371
GAK,15.025093000000002
GAPDH;GAPDHS,
GAPDH,18.74349
GAPVD1,22.252005
GAREM,
GARNL3,20.69959
GAS2L1,21.95404
GATA3,18.747825
GCC1,
GCFC2,23.151605
GEMIN5,20.907075
GEN1,20.8397
GFPT1;GFPT2,19.902655
GFPT1,25.17469
GGA3,19.77843
GGCT,20.14939
GGNBP2,21.64885
GGPS1,21.14016
GIGYF2,22.17046
GINS2,18.004199999999997
GIPC1,22.23431
GLI4,21.069765
GMIP,18.899929999999998
GMPS,23.07952
GNAS,18.145885
GOLGA1,19.155145
GOLGA2,
GOLGA5,23.006795
GOLGB1,
GOLIM4,
GON4L;YY1AP1,19.264445
GORASP1,
GORASP2,16.395915
GPALPP1,24.311639999999997
GPAM,17.046825
GPATCH1,18.98952
GPATCH2L,22.124209999999998
GPATCH4,21.75331
GPCPD1,19.52881
GPHN,19.461205
GPI,
GPKOW,22.05542
GPN1,23.29073
GPS1,22.34774
GPSM1,20.941385
GREB1,23.943640000000002
GRHL2,24.256695
GRHL3,18.223855
GRIP1,25.38487
GSE1,
GSG2,23.231424999999998
GSK3A;GSK3B,26.17163
GSR,
GSS,24.155405
GTF2IRD1,20.833755
GTF2IRD2B,
GTF3C2,24.850005
GTF3C3,
GTF3C4,15.982980000000001
H1FX,27.010825
H2AFY,16.015135
HABP4,
HACE1,18.399720000000002
HARS2,23.484735
HAUS6,21.928735
HDAC2,25.09266
HDAC3,22.45758
HDAC4;HDAC9;HDAC5,24.590089999999996
HDAC4,21.9364
HDAC6,
HDAC7,25.521335
HDGF,25.38798
HDLBP,22.436175
HEATR3,14.6127575
HEBP2,20.72817
HECTD4,
HECW2,20.936575
HELB,21.53933
HELZ,22.458199999999998
HERC2;HERC2P3,19.32264
HERC2,20.257225
HES1,20.99546
HIPK2;HIPK1,23.497495
HIPK2,
HIRA,
HIRIP3,27.26371
HIST1H1B,22.04856
HIST1H1D,
HIST1H1E,16.685065
HIVEP1,22.66106
HIVEP3,17.965825000000002
HJURP,14.673341500000001
HMBS,
HMCES,20.795375
HMG20A,25.095599999999997
HMGCS1,22.549125
HMGN1,23.880905
HMGN3,24.874470000000002
HMGXB4,19.673595
HMMR,17.32242
HN1,12.9302165
HNRNPA1,20.683605
HNRNPA2B1,21.182975
HNRNPC;HNRNPCL4;HNRNPCL1;HNRNPCL3;HNRNPCL2,19.100385
HNRNPC,28.50087
HNRNPDL,22.352584999999998
HNRNPD,22.170355
HNRNPF,
HNRNPH1;HNRNPF,18.065595000000002
HNRNPH1;HNRNPH2,26.716924999999996
HNRNPH1,23.198765
HNRNPH2,14.857043
HNRNPH3,18.31521
HNRNPK,23.464845
HNRNPLL,23.381895
HNRNPL,21.015214999999998
HNRNPM,25.334475
HNRNPUL2,27.38877
HOMER3,24.57247
HOMEZ,18.825665
HOOK2,16.963459999999998
HOXC9,21.592645
HPS5,21.013675
HR,
HSF1,
HSP90AA1;HSP90AB1,22.60891
HSP90AA1,31.21641
HSP90AB1;HSP90AB2P,30.91729
HSP90AB1;HSP90AB3P;HSP90B1,
HSP90AB1;HSP90AB3P,31.883605
HSP90B1,23.570149999999998
HSPA4,23.174385
HSPB1,27.62127
HSPD1,21.73317
HTT,19.90771
IBTK,24.280054999999997
ICE1,23.00365
IGFBP5,24.171670000000002
IGSF9,
IKBKB,23.194525
IKBKG,23.67946
ILF3,27.12959
ILKAP,19.92499
IMPACT,20.011110000000002
IMPDH2,
IMUP,25.716639999999998
INADL,16.933495
ING4,22.75426
ING5,22.37663
INO80B,20.118385
INPP5D,
INPP5J,20.366955
INPPL1,29.01341
INTS10,24.14544
INTS12,21.368465
INTS1,22.833845
INTS3,
INTS5,
INTS7,22.07256
INTS9,24.02652
INTU,
INVS,20.64889
IPMK,
IQCE,
IQGAP1,25.56198
IQGAP3,20.895094999999998
IQSEC1,16.37661
IQSEC2,22.578345
IRF2BPL,24.716195
IRF3,
IRF6,23.718905
IRX2,23.896645
IRX3,22.605535
IRX5,21.697495
ISCU,26.976575
ISL2,20.6809
ITCH,17.511465
ITFG3,24.1902
ITGB1BP1,22.73251
ITPKB,18.276925
ITPKC,
ITPR2,
IVNS1ABP,22.52312
JADE3,17.27449
JMJD1C,16.15211
JOSD1,19.668995000000002
JPH1,24.92438
JRK,21.90865
JUN;JUND,26.175435
JUP,23.06662
KALRN,16.30308
KANK2,20.54638
KANSL1,21.16336
KAT6A;KAT6B,21.099845000000002
KAT8,23.821515
KATNA1,
KCNK12,
KCTD12,16.34341
KCTD15,20.098095
KCTD1,16.112435
KCTD3,22.862155
KDM1A,15.252825000000001
KDM2A,26.5709
KDM2B,21.527295
KDM3A,24.784595
KDM3B,22.573405
KDM4A,
KDM4B,
KDM5A,18.201145
KDM5B,20.54126
KDM5C,21.91156
KDM6A,16.82348
KIAA0195,14.707508500000001
KIAA0226,18.080225
KIAA0556,17.749695
KIAA0586,
KIAA0754,20.727045
KIAA1033,19.211255
KIAA1143,20.298315
KIAA1210,20.702565
KIAA1211L,24.90184
KIAA1211,23.66119
KIAA1279,19.3534
KIAA1328,12.537497
KIAA1429,19.18117
KIAA1468,21.835925
KIF11,24.680755
KIF13A,23.71453
KIF13B,25.8034
KIF14,16.97772
KIF15,26.14575
KIF1B,25.81528
KIF1C,22.82776
KIF20A,25.30281
KIF23,19.987855
KIF24,19.00968
KIF2A,
KIF4A;KIF4B,20.295675
KIF7,19.80431
KIFAP3,
KIFC1,25.276835000000002
KLC2,24.56055
KLF10,21.450689999999998
KLF11,22.04371
KLF12,
KLF2,20.479425
KLF3,23.59104
KLF4,18.315905
KLF6,
KLHDC4,16.16922
KLHL13,
KLHL22,24.680464999999998
KLHL24,22.61475
KLRG2,19.8912
KMT2B,16.30762
KNOP1,23.28519
KPNA2,18.120415
KPNA3,15.414114999999999
KPNA4,22.73643
KPNA6,
KRBA1,23.30659
KRCC1,
KRI1,20.58372
KSR1,21.648415
KTN1,20.26699
L1RE1,24.148455000000002
L3MBTL3,21.439075000000003
LAMTOR1,20.0318
LARP1B,23.661630000000002
LARP4B,21.630695
LARP4,24.381059999999998
LARP6,20.676235
LARS,
LAS1L,24.53535
LBH,15.906755
LCP1,20.4665
LDB1,22.21268
LEMD3,15.1036375
LENG1,19.902545
LENG8,24.296095
LIMD1,15.74251
LIMK1,23.42222
LIN37,16.809649999999998
LIN54,
LLGL2,21.966025
LMNB1;LMNB2,
LMTK2,20.83137
LNP,22.365605000000002
LNX1,15.295475
LOC93622,22.103715
LPIN2,16.79119
LPIN3,23.37979
LRBA,22.46195
LRCH1,21.73171
LRCH3,20.25998
LRCH4,20.888805
LRP2,21.288135
LRRC16A,22.543565
LRRC47,16.88677
LRRC58,19.95582
LRWD1,25.41773
LSG1,15.596644999999999
LSM12,22.797685
LSM14A,26.493885
LSR,21.660415
LTBP1,17.983415
LUC7L2,21.690565
LUC7L,
LUZP1,24.067790000000002
LYSMD1,20.291605
LYSMD2,21.7138
LYST,17.86701
LZTS2,18.490505
MACC1,18.78604
MACF1,19.859475
MAD1L1,
MAD2L1BP,21.445664999999998
MADD,23.154780000000002
MAFB,13.05989
MAFK,15.34266
MAGED2,16.66796
MAGI3,18.174895
MAGOH;MAGOHB,
MAML1,
MAP2K2,21.53253
MAP2K4,17.79062
MAP2,23.0076
MAP3K1,21.977125
MAP3K2,18.712715
MAP3K3,20.927585
MAP3K4,16.631104999999998
MAP3K9,19.85116
MAP4K2,24.74461
MAP4K5,24.96365
MAPK11,
MAPK1IP1L,21.64617
MAPK6,
MAPK7,
MAPK8IP3,22.510315
MAPKBP1,
MARK3,20.83648
MARS,
MAST3,
MAST4;MAST2,13.6424925
MASTL,21.07201
MAT2A,
MAVS,24.89999
MBD6,21.939880000000002
MBIP,23.0127
MBOAT7,
MCF2L,21.119925000000002
MCM3AP,19.453805
MCM3,24.50588
MCM4,24.94844
MCM6,19.476705
MCM9,21.445
MCMBP,24.148065000000003
MCRS1,24.161935
MCUR1,
MDN1,19.430475
MECP2,18.115409999999997
MED12,23.477615
MED13,25.061505
MED14,
MED24,20.10216
MED26,
MED8,21.743665
MEF2A,20.32042
MELK,21.605045
METTL10,22.03813
METTL13,18.161195
METTL22,24.797514999999997
METTL24,17.724825
METTL2B,
METTL3,
METTL6,21.35293
MEX3A,15.7720065
MEX3B,18.628325
MEX3D,23.822094999999997
MFF,20.200225
MFSD5,15.387225
MFSD6,24.399275000000003
MGA,13.8073205
MGEA5,16.359845
MGMT,22.034895
MIA3,18.510105000000003
MICALL2,22.087685
MID1IP1,21.174775
MID2,
MIER3,18.99759
MIIP,23.024825
MIOS,24.929715
MKL1,
MKNK1,23.24548
MLF2,25.799915000000002
MLLT10,24.57826
MLLT1,24.87431
MLXIPL,20.803485000000002
MMP20,20.49894
MOB1A;MOB1B,18.631965
MOCOS,21.704925
MOCS2,17.903935
MOCS3,24.30513
MON2,
MORC2,25.1633
MORC3,22.633095
MORC4,17.487545
MPDZ,21.777775
MPHOSPH10,21.089085
MPHOSPH8,15.757439999999999
MPHOSPH9,20.06692
MPLKIP,23.15086
MPP7,19.54887
MPRIP,22.518425
MSL1,23.73287
MSL3,24.7569
MSTO1,
MSX2,22.23939
MTA1,21.544340000000002
MTA2,
MTA3,23.650815
MTBP,19.321865
MTCL1,20.441525
MTFR1,19.512935
MTMR1,
MTSS1L,
MVB12A,23.40438
MVD,22.740544999999997
MVP,16.80018
MYCBP2,15.639925
MYEF2,24.49462
MYH14,20.66485
MYH9,24.282015
MYL12A;MYL12B;MYL9,20.381345
MYO10,21.731505
MYO1C,23.78226
MYO9A,23.012439999999998
MYRIP,
MYSM1,
N4BP1,26.4628
N4BP3,17.34225
NAA15,16.7665
NAB2,24.324235
NACA,15.49058
NADK,23.98496
NAF1,24.014625000000002
NAGK,24.59001
NANS,25.29287
NAP1L1,
NAPRT,18.985875
NARF,13.9808775
NAT10,21.105710000000002
NAT6,
NAV1,
NAV2,22.46785
NBAS,16.263545
NBEA,
NBPF19;NBPF15;NBPF10;NBPF8;NBPF12;NBPF9;NBPF26;NBPF14;NBPF20,13.6841625
NCAPD2,16.041040000000002
NCAPD3,17.20412
NCAPG,22.26941
NCAPH2,24.24016
NCK1,21.668010000000002
NCK2,19.02217
NCKIPSD,
NCOA2,23.918965
NCOA7,
NCOR1,
NCOR2,16.10251
NDC80,21.82611
NDE1,23.548035
NDEL1,21.3842
NEDD1,21.27634
NEDD4,13.3459945
NEFM,15.305530000000001
NEK1,24.778889999999997
NEK4,22.727895
NEK9,21.307695
NELFB,17.79301
NEMF,22.53069
NEURL4,24.604350000000004
NF1,20.413175
NF2,23.82294
NFATC4,19.720265
NFIL3,22.360860000000002
NFIX,
NFKBIE,18.407475
NFKBIL1,16.91727
NFRKB,20.287995000000002
NGDN,21.18655
NGRN,18.978915
NHP2L1,20.757215000000002
NIPBL,24.78995
NISCH,21.209795
NKAP,24.422885
NKTR,25.69164
NLRP2,18.568795
NME2;NME2P1,22.985595
NMNAT1,20.829985
NMT1,26.95822
NMT2,25.153055000000002
NOB1,16.878790000000002
NOL3,15.742975
NOL4L,
NOL8,23.53749
NOL9,
NOLC1,24.463904999999997
NONO,19.45527
NOP14,19.267815
NOP2,14.992143
NOP58,24.879689999999997
NOSIP,
NOTCH3,17.55768
NOVA1,
NPDC1,24.79337
NPM1,18.23508
NPY1R,23.141730000000003
NQO1,20.639345
NR2C1,16.145305
NR2C2,19.08272
NR2F6,12.556920000000002
NRBP2,20.460214999999998
NRD1,24.21756
NRK,21.591805
NRSN2,16.99725
NSD1,23.99325
NSFL1C,26.10188
NSL1,21.689805
NSMCE2,19.02292
NSRP1,23.50082
NSUN2,25.22795
NSUN5P2;NSUN5,23.39866
NSUN5,20.4943
NT5C2,23.17655
NT5C,22.27509
NTHL1,22.9377
NUCB2,14.692001999999999
NUDC,24.48072
NUDT9,19.138279999999998
NUF2,27.701905
NUFIP2,22.85362
NUMB,20.606675
NUP133,
NUP155,24.807555
NUP160,19.735015
NUP188,21.186420000000002
NUP205,18.748874999999998
NUP50,21.423495
NUP54,23.218785
NUP88,18.87882
NUP93,21.254675
NUPL2,19.46576
NUPR1,24.177235
O14936-5,18.9097
O15519-6,
OCIAD1,24.6756
OIP5,
OR52L2P,21.573185000000002
ORC2,22.63542
OSBP2,20.224619999999998
OSBPL10,22.352775
OSBPL5,
OSBPL8,13.745303
OTUB1,
OTUD3,19.26818
OTUD5,22.36451
OTUD7B,22.57083
OXR1,14.488503
OXSR1,15.180285
P25325-2,26.148184999999998
PA2G4,21.017235
PABPC1;PABPC3,
PABPN1,
PACS1,20.0518
PACS2,17.034019999999998
PACSIN1,11.787019
PAGR1,22.352204999999998
PAIP1,20.939255
PAK1IP1,20.47885
PAK1,21.82967
PAK2,27.539880000000004
PAK4,25.050040000000003
PAK6;PAK7,18.911025
PALB2,
PALLD,20.89961
PAN2,23.321935
PANK1,17.74199
PAPOLA,21.08885
PARD3B,23.250175
PARD6A,16.46075
PARD6B,23.12906
PARG,
PARP2,20.285725
PAXBP1,23.541895
PBDC1,28.46619
PCBP1,21.757285
PCDHA4,16.954974999999997
PCF11,23.292365
PCIF1,
PCNP,19.737445
PCNT,16.94999
PCNXL3,
PCYT1A,25.30715
PDE3B,22.370525
PDE4DIP,
PDHA1,
PDLIM3,
PDLIM4,21.77238
PDLIM5,15.417365
PDS5A,23.373175
PDXDC1;PDXDC2P,16.64051
PDXDC1,21.963729999999998
PDZD2,22.728405000000002
PEA15,28.02841
PEAK1,20.272155
PEBP1,25.52205
PELO,23.550945
PELP1,
PER2,23.453075
PEX11G,20.557055
PEX14,
PEX1,20.7513
PFKP,24.375915
PFN1,
PGK1,25.555709999999998
PGM1,20.588025000000002
PGM2L1,22.80269
PGM3,26.428825000000003
PHACTR2,
PHACTR4,24.11946
PHAX,23.131995
PHB2,25.911015
PHC3,21.88515
PHF12,23.32059
PHF20,23.049505
PHF23,
PHF2,
PHF3,25.756355
PHIP,23.978704999999998
PHKA2,17.89695
PHLDA2,17.37213
PHLDB1,
PHLDB3,23.236695
PHLPP1,20.69462
PHRF1,22.601395
PI4K2B,21.133265
PI4KA,22.812675
PIAS1,19.37522
PIAS2,20.6538
PIK3C2B,22.06476
PIKFYVE,
PIP4K2B,16.515145
PIP5K1B,11.914752
PITPNC1,23.98705
PITPNM1,18.349415
PJA1,22.865165
PJA2,13.851788500000001
PKM,20.589835
PKN1,15.487995000000002
PKP4;CTNND2,24.874474999999997
PLCB4,19.55095
PLCG1,21.634265
PLEKHA5,20.09257
PLEKHA7,21.66139
PLEKHA8,
PLEKHF1,22.451035
PLEKHM1,22.089755
PLEKHM2,15.298910000000001
PLEKHN1,20.77684
PLIN3,21.24623
PML,24.888215000000002
PMS2CL,19.34618
PMS2,23.546985
PNKP,23.942775
PNMT,16.42109
PNPLA2,22.387175
PNPO,19.23708
POGZ,24.48464
POLA1,24.68493
POLD3,28.13895
POLI,20.75285
POLM,21.07548
POLR1A,23.884995
POLR2A,22.265875
POLR2M,23.5833
POLR3C,23.64225
POLR3E,16.45422
POM121B;POM121;POM121C,21.72366
POP1,
POU2F1,23.328834999999998
PPA2,23.30868
PPAN,24.951905
PPFIBP1,25.680855
PPIAL4E;PPIAL4A;PPIAL4D;PPIAL4C;PPIA,
PPIG,23.669005
PPIL4,20.977105
PPIP5K1,22.216425
PPM1G,17.922475000000002
PPM1H,26.07346
PPM1J,17.68884
PPME1,22.911095
PPP1R12C,21.664025
PPP1R14B,20.423605
PPP1R15B,22.999065
PPP1R18,24.604715
PPP1R35,20.22226
PPP1R37,19.968609999999998
PPP1R3D,22.900595
PPP1R3F,16.609875
PPP1R9B,24.31284
PPP2R3A,19.40111
PPP2R5D,24.44949
PPP3CA,23.590600000000002
PPP3CB,
PPP4R2,22.612925
PPP6R3,22.511200000000002
PQBP1,
PRC1,25.691229999999997
PRCC,21.156805
PRDM16,15.74728
PRDM2,24.021594999999998
PRDX1,21.404899999999998
PRDX6,22.566245000000002
PRICKLE2,20.263595000000002
PRIMPOL,17.11582
PRKAB1,
PRKAB2,16.651805
PRKACB,
PRKAR1A,22.48
PRKAR1B,17.74784
PRKAR2A,18.588675
PRKAR2B,20.741295
PRKCD,19.850605
PRKCH,
PRKD1,20.224695
PRKD3,14.258459499999999
PRKDC,20.719614999999997
PRKRA,28.097975
PRKRIR,
PRLR,23.781685000000003
PRMT3,14.201637
PRMT6,16.23247
PROM2,20.4908
PROSER1,24.188665
PRPF38A,19.545605000000002
PRPF38B,22.82994
PRPF3,27.482705
PRPF40A,17.10696
PRPF40B,20.931835
PRPSAP1,24.549135
PRPSAP2,24.29444
PRR14L,17.570745
PRR5,21.79917
PRRT3,21.63292
PRUNE2,22.59701
PSD2,26.13345
PSD4,
PSIP1,23.087605
PSMA1,19.28618
PSMA3,24.19036
PSMA5,21.633589999999998
PSMB5,19.16947
PSMD11,24.481614999999998
PSMD1,14.9676
PSMD2,24.116895
PSPC1,24.224485
PSRC1,18.409325
PTGR2,
PTK2B,20.570985
PTK2,17.954
PTK6,
PTMS,23.592765
PTOV1,26.15336
PTPDC1,24.919175000000003
PTPN11,18.36349
PTPN13,20.96766
PTPN14,18.943055
PTPN1,21.943640000000002
PTPN21,
PTPN2,23.66852
PTPN3,22.58643
PTPRN2,23.867225
PTTG2;PTTG1,23.934295
PUS1,16.78761
PUS7L,19.3799
PWP1,18.296785
PWWP2A,
PWWP2B,
Q12791-5,20.23223
Q15170-2,25.231659999999998
Q5H9F3-3,20.392780000000002
Q68DA7-3,22.50525
Q6ZSR9,17.774945
Q8N2F6-6,14.4436875
Q8N3X6-3,17.995145
Q96FF7,22.73893
Q96N96-6,24.127865
Q9BSW2-2,17.969095
Q9UPE1-2,
Q9Y6E0-2,22.68242
Q9Y6Q5-2,21.48406
QSER1,18.299985
R3HCC1,20.701615
R3HDM1;R3HDM2,18.244775
R3HDM1,24.121595
R3HDM2,
RAB12,24.14139
RAB3IL1,23.111620000000002
RAB6A,24.60439
RABEP1,20.84722
RABGAP1L,19.39842
RABGEF1,23.986625
RACGAP1,20.818255
RAD18,21.777875
RAD23A,17.648355
RAD23B,23.45361
RAD50,20.656705
RAE1,
RAF1,
RAI1,24.27272
RALBP1,26.33138
RALGAPA1,24.534264999999998
RALGAPA2,21.01078
RALGPS2,
RALY,27.72904
RANBP1,24.29571
RANBP2;RGPD4,23.39215
RANBP9,23.488149999999997
RAPGEF1,23.00261
RAPGEF2,21.162625
RAVER1,22.90112
RB1,25.993920000000003
RBBP4,
RBBP5,23.75496
RBBP8,12.230823000000001
RBM12B,23.248725
RBM12,24.123260000000002
RBM15,26.78223
RBM20,21.87453
RBM23,15.8876
RBM26,22.25947
RBM27,19.98277
RBM33,25.507695000000002
RBM39,25.096535
RBM47,23.152
RBM4B,
RBM4,26.01997
RBM5,20.80749
RBM6,26.580994999999998
RBM8A,25.23696
RBMX;RBMXL1,22.81164
RBMX2,24.20214
RBMXL1,24.559305000000002
RBMXL2;RBMX;RBMXL3;RBMXL1,19.87942
RBMX,28.274075000000003
RBSN,21.36395
RC3H2,
RCAN3;RCAN1,20.946525
RCC1,27.026625
RCOR1,21.877585
RCOR2,24.112605
RCOR3,
RECQL4,23.916595
RECQL5,21.558619999999998
REEP1,22.63269
REEP4,25.23919
RELB,16.318089999999998
REPS2,25.435200000000002
RER1,21.238205
REST,
REV1,
REXO1,18.69839
REXO4,
RFC1,22.46909
RFFL,15.09684
RGL2,19.723605
RGPD1;RANBP2;RGPD4;RGPD3;RGPD2,15.560894999999999
RGPD1,25.353804999999998
RGPD5;RGPD8;RANBP2;RGPD4;RGPD3;RGPD2,25.83796
RGPD5;RGPD8;RGPD1;RANBP2;RGPD4;RGPD3;RGPD2,21.279854999999998
RGS12,17.736335
RGS3,23.593425
RHBDF1,23.19183
RHPN2;RHPN2P1,22.643355
RIC8A,23.333905
RILPL1,
RIMS3,
RIN2,24.161315000000002
RING1,
RIOK1,17.45523
RIOK2,15.71473
RIPK2,21.489605
RMDN3,19.246455
RNF113A,13.851603
RNF123,22.838715
RNF169,
RNF20,17.62286
RNF213,19.255139999999997
RNF214,22.93117
RNF216,22.804315000000003
RNF219,21.94479
RNF31,20.054305
RNF34,20.40341
RNH1,14.716159000000001
RNMT,22.20362
RNPC3,24.032745000000002
RNPS1,20.406555
RPA1,24.232084999999998
RPAP1,14.652507
RPAP2,20.456075
RPAP3,19.608130000000003
RPGR,21.654005
RPL12,
RPL13,24.85519
RPL18A,21.271545
RPL18,
RPL30,23.6191
